,Score,Epslon,round
0,-36.0,1.6172271999999959,0
1,-38.46,0.01776,1
2,-31.75,0.01776,2
3,-11.72,0.01776,3
4,10.48,0.01776,4
5,10.09,0.01776,5
6,12.35,0.01776,6
7,12.74,0.01776,7
8,32.99,0.01776,8
