,91
0,-8.299999999999999
1,-6.0
2,-7.3
3,-5.6000000000000005
4,-9.0
5,-7.6
6,-11.200000000000001
7,-5.5
8,-6.6000000000000005
9,-4.800000000000001
10,-7.4
11,-8.200000000000001
12,-3.4
13,-9.200000000000003
14,-7.199999999999999
15,-9.799999999999999
16,-7.3
17,-0.9000000000000002
18,-9.6
19,-6.3999999999999995
20,-4.700000000000001
21,-3.4
22,-8.100000000000001
23,-6.0
24,-7.3
25,-10.000000000000002
26,-1.6000000000000003
27,-4.9
28,-5.500000000000001
29,-5.7
30,-6.6000000000000005
31,-7.300000000000001
32,-3.2
33,-6.199999999999999
34,-7.6
35,-5.3
36,-2.8000000000000003
37,-0.5
38,-7.8999999999999995
39,-2.3
40,-4.0
41,7.1000000000000005
42,-3.3
43,-0.2999999999999998
44,-6.0
45,-7.200000000000001
46,0.8999999999999999
47,-1.9999999999999996
48,6.3
49,-1.6
50,3.599999999999999
51,2.9000000000000004
52,35.1
53,30.399999999999995
54,14.700000000000001
55,48.4
56,22.8
57,33.099999999999994
58,35.49999999999999
59,54.10000000000001
60,32.1
61,42.699999999999996
62,29.8
63,23.799999999999997
64,40.9
65,42.099999999999994
66,18.3
67,22.4
68,37.300000000000004
69,31.600000000000005
70,22.6
71,29.099999999999998
72,33.9
73,35.50000000000001
74,27.400000000000002
75,27.4
76,34.4
77,53.699999999999996
78,35.3
79,38.900000000000006
80,57.5
81,40.6
82,51.4
83,35.8
84,56.7
85,47.800000000000004
86,60.2
87,48.599999999999994
88,42.2
89,42.1
90,54.0
91,67.29999999999998
92,48.1
93,39.5
94,41.0
95,65.2
96,47.8
97,46.3
98,83.80000000000001
99,46.6
