,Score,Epslon,round
0,-38.61,3.216516799999996,0
1,-32.76,0.01776,1
2,-32.64,0.01776,2
3,-33.33,0.01776,3
4,-34.93,0.01776,4
5,-37.74,0.01776,5
6,-36.61,0.01776,6
7,-34.09,0.01776,7
8,-38.23,0.01776,8
