,89
0,-7.299999999999999
1,-7.3
2,-4.6
3,-5.6000000000000005
4,-6.0
5,-5.4
6,-6.8
7,-5.8999999999999995
8,-3.5999999999999996
9,-4.5
10,-9.1
11,-4.9
12,-9.0
13,-8.6
14,-5.6000000000000005
15,-9.700000000000001
16,-7.5
17,-6.7
18,-4.3
19,-4.2
20,-5.2
21,-2.4000000000000004
22,-2.4
23,-0.10000000000000031
24,-10.600000000000001
25,-5.5
26,-8.9
27,-9.0
28,-3.0
29,-5.3
30,-4.800000000000001
31,4.8
32,2.3
33,-6.400000000000002
34,6.8999999999999995
35,-2.2
36,9.600000000000001
37,2.4
38,5.199999999999999
39,5.0
40,9.0
41,11.0
42,5.6
43,8.8
44,12.0
45,16.1
46,9.6
47,29.199999999999996
48,37.199999999999996
49,13.6
50,26.1
51,31.899999999999995
52,11.200000000000001
53,17.399999999999995
54,31.5
55,28.999999999999996
56,25.7
57,27.499999999999996
58,28.0
59,42.199999999999996
60,40.30000000000001
61,40.199999999999996
62,47.0
63,25.599999999999998
64,37.6
65,25.3
66,50.0
67,34.199999999999996
68,72.9
69,44.9
70,35.699999999999996
71,37.99999999999999
72,35.4
73,22.699999999999996
74,73.3
75,35.00000000000001
76,42.3
77,38.300000000000004
78,56.7
79,56.10000000000001
80,54.2
81,51.2
82,80.80000000000001
83,38.5
84,54.8
85,60.1
86,53.60000000000001
87,46.6
88,43.7
89,33.5
90,53.300000000000004
91,49.599999999999994
92,37.6
93,54.7
94,62.3
95,35.1
96,66.80000000000001
97,57.6
98,73.0
99,37.1
