,118
0,-0.7
1,-7.9
2,-6.5
3,-3.5
4,-7.4
5,-5.500000000000001
6,-8.8
7,-6.000000000000001
8,-2.100000000000001
9,-4.2
10,-7.8
11,-7.1
12,-1.8000000000000005
13,-7.900000000000001
14,-3.9000000000000012
15,-0.40000000000000013
16,-3.8000000000000007
17,-3.2
18,-5.9
19,-3.0
20,-1.6000000000000005
21,2.6
22,-2.4000000000000004
23,-1.6000000000000003
24,0.2999999999999996
25,8.8
26,-5.0
27,-2.8
28,-4.300000000000001
29,-4.5
30,-4.9
31,12.999999999999996
32,10.4
33,1.4
34,-3.8000000000000003
35,8.600000000000001
36,-3.6
37,9.0
38,10.1
39,5.999999999999999
40,5.5
41,27.599999999999998
42,-4.4
43,13.0
44,4.1
45,10.0
46,12.100000000000001
47,27.999999999999996
48,5.2
49,19.2
50,17.5
51,16.8
52,19.0
53,23.1
54,14.799999999999999
55,13.799999999999999
56,16.6
57,10.100000000000001
58,38.6
59,14.899999999999999
60,48.00000000000001
61,16.7
62,19.000000000000004
63,39.8
64,25.799999999999997
65,30.000000000000007
66,84.8
67,45.3
68,19.599999999999998
69,27.3
70,38.10000000000001
71,23.9
72,2.3999999999999995
73,23.0
74,42.5
75,36.6
76,43.9
77,40.800000000000004
78,20.800000000000004
79,30.000000000000004
80,56.9
81,46.4
82,27.5
83,44.6
84,36.7
85,53.5
86,57.49999999999999
87,33.4
88,28.900000000000002
89,22.699999999999992
90,39.8
91,28.7
92,37.1
93,36.300000000000004
94,19.400000000000002
95,43.0
96,36.7
97,56.7
98,73.1
99,34.5
