,94
0,-9.0
1,-9.000000000000002
2,-8.4
3,-5.999999999999999
4,-6.6000000000000005
5,-5.800000000000001
6,-7.200000000000001
7,-4.4
8,-5.600000000000001
9,-7.000000000000001
10,-2.8
11,-3.0000000000000004
12,-10.6
13,-1.7000000000000002
14,-2.4000000000000004
15,-7.699999999999999
16,-8.4
17,-3.8000000000000007
18,-2.4
19,-9.800000000000002
20,-4.2
21,-4.699999999999999
22,-7.2
23,-4.5
24,-4.4
25,-6.0
26,-0.7999999999999998
27,5.8999999999999995
28,9.900000000000002
29,3.0
30,-0.8000000000000003
31,4.300000000000001
32,-2.8000000000000007
33,-0.4000000000000003
34,-5.0
35,11.2
36,8.200000000000001
37,6.6
38,11.999999999999998
39,12.899999999999999
40,13.7
41,21.200000000000003
42,26.2
43,25.299999999999997
44,21.7
45,17.8
46,28.2
47,34.50000000000001
48,46.7
49,31.099999999999998
50,61.300000000000004
51,40.300000000000004
52,27.400000000000002
53,59.99999999999999
54,52.49999999999999
55,38.4
56,56.89999999999999
57,49.6
58,60.400000000000006
59,44.199999999999996
60,53.0
61,43.8
62,47.099999999999994
63,46.599999999999994
64,61.30000000000001
65,52.8
66,33.099999999999994
67,56.9
68,52.80000000000001
69,42.0
70,46.400000000000006
71,29.199999999999996
72,24.500000000000004
73,40.6
74,61.10000000000001
75,62.89999999999999
76,54.10000000000001
77,35.5
78,38.4
79,56.900000000000006
80,44.9
81,40.4
82,50.39999999999999
83,67.6
84,64.0
85,25.099999999999994
86,30.000000000000004
87,58.3
88,58.4
89,46.5
90,38.400000000000006
91,30.699999999999996
92,23.699999999999996
93,43.199999999999996
94,63.2
95,73.0
96,54.099999999999994
97,37.00000000000001
98,40.7
99,55.6
