,Score,Epslon,round
0,-30.96,2.0170495999999956,0
1,-18.93,0.01776,1
2,-19.37,0.01776,2
3,-14.84,0.01776,3
4,-11.23,0.01776,4
5,-7.95,0.01776,5
6,6.4,0.01776,6
7,12.07,0.01776,7
8,8.9,0.01776,8
