,Score,Epslon,round
0,-45.69,2.4168719999999957,0
1,-35.45,0.01776,1
2,-6.54,0.01776,2
3,3.22,0.01776,3
4,11.77,0.01776,4
5,15.27,0.01776,5
6,24.28,0.01776,6
7,20.8,0.01776,7
8,29.9,0.01776,8
