,Score,Epslon,round
0,-33.24,2.4168719999999957,0
1,-18.76,0.01776,1
2,-17.75,0.01776,2
3,-16.05,0.01776,3
4,-9.45,0.01776,4
5,7.87,0.01776,5
6,12.53,0.01776,6
7,16.52,0.01776,7
8,12.54,0.01776,8
