,Score,Epslon,round
0,-27.952327163470205,2.0170495999999956,0
1,-29.54467678430355,0.01776,1
2,-26.85670575311579,0.01776,2
3,-26.338157388702495,0.01776,3
4,-24.71889743903579,0.01776,4
5,-18.438969467879293,0.01776,5
6,-14.803511718017399,0.01776,6
7,-15.379871759817899,0.01776,7
8,-15.435051739611858,0.01776,8
