,28
0,-5.9
1,-8.700000000000001
2,-7.300000000000001
3,-4.7
4,-3.4
5,-6.8
6,-5.999999999999999
7,-5.0
8,-3.2000000000000006
9,-3.3000000000000007
10,-5.800000000000001
11,-6.6
12,-5.200000000000001
13,-3.7
14,-3.4000000000000004
15,-3.0
16,0.6999999999999997
17,7.699999999999999
18,1.4
19,26.1
20,12.799999999999999
21,43.800000000000004
22,11.2
23,19.1
24,31.1
25,19.8
26,16.0
27,28.7
28,15.9
29,35.7
30,63.0
31,45.4
32,39.300000000000004
33,16.0
34,29.1
35,57.599999999999994
36,34.0
37,42.900000000000006
38,29.8
39,48.199999999999996
40,36.900000000000006
41,18.799999999999997
42,42.2
43,53.2
44,50.6
45,42.2
46,42.400000000000006
47,49.0
48,45.99999999999999
49,31.2
50,48.3
51,37.400000000000006
52,30.9
53,66.7
54,46.49999999999999
55,52.39999999999999
56,46.3
57,68.1
58,35.400000000000006
59,50.7
60,38.3
61,77.7
62,61.9
63,41.8
64,51.900000000000006
65,50.6
66,47.400000000000006
67,37.8
68,46.99999999999999
69,40.4
70,51.599999999999994
71,53.4
72,49.6
73,53.699999999999996
74,39.9
75,67.7
76,83.80000000000003
77,60.29999999999999
78,41.599999999999994
79,28.6
80,56.4
81,66.8
82,53.0
83,46.4
84,58.8
85,38.099999999999994
86,32.099999999999994
87,48.7
88,47.3
89,26.8
90,61.79999999999999
91,28.999999999999996
92,38.8
93,60.199999999999996
94,53.599999999999994
95,48.10000000000001
96,37.800000000000004
97,52.2
98,66.99999999999999
99,64.99999999999999
