,Score,Epslon,round
0,-31.04,4.016161599999996,0
1,-28.24,0.01776,1
2,-27.42,0.01776,2
3,-26.82,0.01776,3
4,-21.93,0.01776,4
5,-27.76,0.01776,5
6,-26.81,0.01776,6
7,-29.05,0.01776,7
8,-30.85,0.01776,8
