,Score,Epslon,round
0,-29.85,2.4168719999999957,0
1,-21.03,0.01776,1
2,-14.3,0.01776,2
3,-10.31,0.01776,3
4,-8.24,0.01776,4
5,-4.63,0.01776,5
6,-1.94,0.01776,6
7,3.74,0.01776,7
8,10.47,0.01776,8
