,Score,Epslon,round
0,-38.67,2.4168719999999957,0
1,-23.53,0.01776,1
2,-9.44,0.01776,2
3,0.39,0.01776,3
4,2.79,0.01776,4
5,12.7,0.01776,5
6,1.98,0.01776,6
7,6.13,0.01776,7
8,8.85,0.01776,8
