,Score,Epslon,round
0,-25.538085564751793,3.216516799999996,0
1,-25.074070019770332,0.01776,1
2,-27.633545784491794,0.01776,2
3,-26.262950408107457,0.01776,3
4,-26.49354227323675,0.01776,4
5,-27.116136320130956,0.01776,5
6,-27.919110981212285,0.01776,6
7,-25.742205263772572,0.01776,7
8,-28.831956831681065,0.01776,8
