,Score,Epslon,round
0,-26.73,1.2174047999999957,0
1,-34.44,0.01776,1
2,-14.85,0.01776,2
3,-3.11,0.01776,3
4,4.05,0.01776,4
5,18.41,0.01776,5
6,19.4,0.01776,6
7,37.32,0.01776,7
8,41.61,0.01776,8
