,Score,Epslon,round
0,-43.48,3.216516799999996,0
1,-24.62,0.01776,1
2,-15.73,0.01776,2
3,-6.08,0.01776,3
4,8.27,0.01776,4
5,20.17,0.01776,5
6,17.76,0.01776,6
7,21.52,0.01776,7
8,32.93,0.01776,8
