,Score,Epslon,round
0,-27.07,2.4168719999999957,0
1,-12.74,0.01776,1
2,1.51,0.01776,2
3,9.41,0.01776,3
4,12.28,0.01776,4
5,6.56,0.01776,5
6,11.75,0.01776,6
7,31.81,0.01776,7
8,28.45,0.01776,8
