,Score,Epslon,round
0,-30.75,2.0170495999999956,0
1,-23.99,0.01776,1
2,-21.94,0.01776,2
3,-15.35,0.01776,3
4,-14.08,0.01776,4
5,-7.69,0.01776,5
6,-10.27,0.01776,6
7,1.92,0.01776,7
8,16.45,0.01776,8
