,29
0,-8.500000000000002
1,-8.5
2,-6.8
3,-5.6000000000000005
4,-7.800000000000001
5,-0.8000000000000005
6,-4.5
7,-1.2000000000000004
8,-6.0
9,-9.6
10,-5.3
11,-6.3999999999999995
12,4.600000000000001
13,4.3999999999999995
14,6.699999999999999
15,1.6
16,4.1
17,5.8
18,5.999999999999999
19,4.7
20,-3.8
21,13.600000000000001
22,30.700000000000003
23,6.299999999999999
24,3.4
25,11.3
26,14.2
27,25.6
28,64.4
29,30.200000000000003
30,39.400000000000006
31,42.0
32,24.1
33,57.5
34,34.6
35,50.0
36,39.5
37,35.1
38,41.99999999999999
39,29.5
40,40.9
41,62.1
42,42.3
43,26.7
44,47.099999999999994
45,54.900000000000006
46,47.699999999999996
47,59.300000000000004
48,51.800000000000004
49,41.4
50,61.2
51,63.19999999999999
52,66.1
53,113.9
54,47.39999999999999
55,33.99999999999999
56,46.199999999999996
57,50.3
58,41.3
59,69.8
60,68.9
61,29.5
62,57.7
63,65.80000000000001
64,36.099999999999994
65,52.3
66,57.00000000000001
67,38.900000000000006
68,50.300000000000004
69,42.400000000000006
70,68.1
71,105.8
72,41.5
73,46.199999999999996
74,64.6
75,24.6
76,59.00000000000001
77,59.199999999999996
78,48.9
79,32.699999999999996
80,49.9
81,65.39999999999999
82,45.400000000000006
83,64.2
84,68.69999999999999
85,40.6
86,55.8
87,71.19999999999999
88,45.9
89,33.8
90,38.1
91,36.800000000000004
92,77.19999999999999
93,50.7
94,61.099999999999994
95,52.8
96,70.2
97,65.6
98,79.9
99,52.4
