,Score,Epslon,round
0,-35.79,3.216516799999996,0
1,-28.39,0.01776,1
2,-20.41,0.01776,2
3,-15.96,0.01776,3
4,-5.97,0.01776,4
5,-2.59,0.01776,5
6,2.47,0.01776,6
7,8.07,0.01776,7
8,5.08,0.01776,8
