,49
0,-6.6
1,-8.4
2,-8.4
3,-11.3
4,-6.3
5,-2.800000000000001
6,-8.8
7,-6.1
8,-6.7
9,-3.8999999999999995
10,-6.4
11,-3.1000000000000005
12,-3.5
13,-8.4
14,-6.700000000000001
15,-7.0
16,-5.1
17,-8.5
18,-5.200000000000001
19,-1.0000000000000004
20,-4.1000000000000005
21,-8.000000000000002
22,-5.900000000000001
23,-5.4
24,-6.4
25,-7.3999999999999995
26,10.4
27,6.300000000000001
28,-3.5999999999999996
29,-2.5
30,3.7
31,-4.2
32,8.9
33,8.3
34,26.4
35,25.799999999999997
36,36.4
37,42.800000000000004
38,34.0
39,26.7
40,26.1
41,40.599999999999994
42,40.89999999999999
43,28.0
44,44.0
45,24.9
46,55.199999999999996
47,27.299999999999997
48,38.39999999999999
49,27.9
50,43.7
51,43.800000000000004
52,40.9
53,38.8
54,49.7
55,32.3
56,47.0
57,71.39999999999999
58,50.8
59,41.1
60,62.99999999999999
61,45.199999999999996
62,50.79999999999999
63,52.3
64,25.900000000000006
65,28.7
66,47.1
67,39.7
68,46.699999999999996
69,61.7
70,26.6
71,14.8
72,31.300000000000004
73,56.6
74,34.6
75,46.9
76,38.5
77,39.00000000000001
78,31.600000000000005
79,37.1
80,54.800000000000004
81,58.0
82,53.7
83,53.0
84,46.2
85,40.89999999999999
86,53.0
87,31.1
88,37.3
89,23.7
90,28.399999999999995
91,32.1
92,53.20000000000001
93,73.69999999999999
94,37.60000000000001
95,52.2
96,38.3
97,42.400000000000006
98,38.4
99,41.99999999999999
