,137
0,-8.000000000000002
1,-6.1000000000000005
2,-4.3
3,-7.3999999999999995
4,-4.0
5,-2.6000000000000005
6,-5.2
7,-5.200000000000001
8,-8.2
9,-6.8999999999999995
10,-7.199999999999999
11,-5.9
12,-7.1000000000000005
13,-1.8000000000000003
14,-1.5000000000000007
15,-4.0
16,-3.7000000000000006
17,-6.6000000000000005
18,-7.4
19,-2.000000000000001
20,-8.6
21,-6.1000000000000005
22,1.1
23,-1.4000000000000004
24,1.0
25,-4.7
26,-7.600000000000001
27,2.3
28,-1.2000000000000006
29,3.099999999999999
30,0.0
31,-5.1
32,-6.2
33,-1.1999999999999997
34,1.2000000000000002
35,2.3
36,15.8
37,7.9
38,1.6999999999999986
39,4.400000000000002
40,18.3
41,5.0
42,8.8
43,32.6
44,21.0
45,22.299999999999997
46,19.2
47,14.3
48,6.6
49,24.0
50,20.4
51,15.700000000000001
52,13.200000000000001
53,30.900000000000002
54,11.899999999999999
55,16.0
56,20.200000000000003
57,31.7
58,33.300000000000004
59,35.1
60,39.699999999999996
61,60.7
62,83.2
63,45.6
64,38.5
65,44.79999999999999
66,29.599999999999998
67,36.6
68,27.4
69,40.6
70,40.6
71,33.699999999999996
72,40.2
73,39.4
74,50.7
75,46.300000000000004
76,32.900000000000006
77,37.9
78,40.9
79,71.7
80,39.9
81,22.9
82,33.800000000000004
83,39.5
84,48.50000000000001
85,36.0
86,51.099999999999994
87,53.5
88,58.3
89,41.80000000000001
90,37.8
91,48.5
92,59.000000000000014
93,35.4
94,56.8
95,66.0
96,39.199999999999996
97,64.1
98,33.6
99,69.49999999999999
