,Score,Epslon,round
0,-28.67573974886488,2.4168719999999957,0
1,-32.12123004342247,0.01776,1
2,-20.12036082696153,0.01776,2
3,-19.939844759038113,0.01776,3
4,-18.834189609460157,0.01776,4
5,-19.25775954848553,0.01776,5
6,-22.048970236495833,0.01776,6
7,-20.737417590137493,0.01776,7
8,-22.04265869329759,0.01776,8
