,Score,Epslon,round
0,-29.07,2.4168719999999957,0
1,-6.91,0.01776,1
2,1.27,0.01776,2
3,-5.83,0.01776,3
4,-0.75,0.01776,4
5,6.2,0.01776,5
6,16.37,0.01776,6
7,22.98,0.01776,7
8,27.43,0.01776,8
