,Score,Epslon,round
0,-35.55,2.0170495999999956,0
1,-28.48,0.01776,1
2,-23.06,0.01776,2
3,-6.2,0.01776,3
4,2.75,0.01776,4
5,5.87,0.01776,5
6,8.94,0.01776,6
7,11.01,0.01776,7
8,13.59,0.01776,8
