,78
0,-4.6000000000000005
1,-6.800000000000001
2,-9.3
3,-8.000000000000002
4,-5.3999999999999995
5,-3.5999999999999988
6,-10.600000000000001
7,-5.3
8,1.099999999999999
9,-4.1
10,-9.200000000000001
11,-4.0
12,-1.7999999999999998
13,-7.4
14,-8.8
15,-5.6
16,-0.40000000000000013
17,-2.4
18,0.30000000000000016
19,5.800000000000002
20,5.2
21,1.7000000000000002
22,1.7000000000000002
23,0.30000000000000027
24,12.900000000000002
25,4.1
26,18.7
27,7.5
28,4.6
29,12.8
30,17.3
31,17.6
32,23.900000000000002
33,24.400000000000002
34,24.900000000000002
35,37.1
36,15.0
37,23.900000000000002
38,46.099999999999994
39,30.1
40,43.5
41,57.099999999999994
42,29.1
43,103.60000000000001
44,46.4
45,45.6
46,49.9
47,37.800000000000004
48,43.9
49,38.5
50,56.099999999999994
51,51.300000000000004
52,48.400000000000006
53,36.2
54,73.0
55,16.7
56,24.9
57,31.400000000000002
58,30.0
59,32.199999999999996
60,51.4
61,32.900000000000006
62,24.6
63,44.3
64,24.2
65,42.4
66,33.9
67,32.3
68,28.6
69,35.4
70,27.8
71,46.39999999999999
72,22.299999999999997
73,44.0
74,37.6
75,41.2
76,48.50000000000001
77,36.3
78,39.300000000000004
79,45.2
80,31.5
81,46.2
82,30.5
83,47.400000000000006
84,39.1
85,31.599999999999998
86,34.4
87,63.900000000000006
88,51.0
89,43.900000000000006
90,38.39999999999999
91,48.4
92,40.00000000000001
93,50.8
94,35.1
95,32.5
96,24.4
97,48.19999999999999
98,72.10000000000001
99,42.0
