,Score,Epslon,round
0,-24.570954772917762,16.00055198080001,0
1,-35.98818597526933,0.0007885440000000001,1
2,-23.3,0.0007885440000000001,2
3,-25.083428658874386,0.0007885440000000001,3
4,-22.398,0.0007885440000000001,4
5,-21.798,0.0007885440000000001,5
6,-19.68979798998,0.0007885440000000001,6
7,-21.670454838827347,0.0007885440000000001,7
8,-32.88913640864325,0.0007885440000000001,8
