,176
0,-8.4
1,-9.4
2,-7.0
3,-6.7
4,-9.100000000000001
5,-7.7
6,-3.3
7,-0.7999999999999998
8,-8.799999999999999
9,-1.3999999999999997
10,-9.000000000000002
11,-1.6000000000000003
12,-5.400000000000001
13,-4.000000000000001
14,-8.299999999999999
15,-6.800000000000002
16,-5.799999999999999
17,-2.5999999999999996
18,7.700000000000001
19,-1.1
20,3.4999999999999996
21,-1.5999999999999996
22,0.8000000000000004
23,-5.4
24,4.800000000000002
25,-2.4
26,3.6000000000000005
27,-0.2999999999999996
28,-5.699999999999999
29,5.699999999999998
30,-1.4
31,-3.4
32,3.9999999999999996
33,5.6
34,13.9
35,-6.2
36,9.4
37,15.299999999999999
38,9.799999999999999
39,0.6000000000000003
40,25.4
41,12.0
42,1.6000000000000005
43,37.300000000000004
44,3.4
45,12.4
46,11.399999999999999
47,24.399999999999995
48,11.200000000000001
49,26.900000000000002
50,14.099999999999998
51,32.800000000000004
52,20.400000000000002
53,22.1
54,19.5
55,32.8
56,28.0
57,8.4
58,28.700000000000003
59,26.800000000000004
60,27.4
61,26.5
62,33.099999999999994
63,49.0
64,32.3
65,50.7
66,16.6
67,16.5
68,27.4
69,70.4
70,21.4
71,33.0
72,26.5
73,45.099999999999994
74,10.4
75,34.800000000000004
76,29.3
77,40.900000000000006
78,30.500000000000004
79,89.40000000000002
80,37.8
81,39.4
82,17.2
83,33.7
84,43.699999999999996
85,36.8
86,14.2
87,39.2
88,41.6
89,28.800000000000004
90,37.6
91,34.1
92,45.599999999999994
93,41.699999999999996
94,36.8
95,38.8
96,47.6
97,38.099999999999994
98,36.5
99,18.0
