,Score,Epslon,round
0,-29.78,2.4168719999999957,0
1,-15.83,0.01776,1
2,-11.43,0.01776,2
3,-7.2,0.01776,3
4,-8.64,0.01776,4
5,-0.49,0.01776,5
6,-3.4,0.01776,6
7,0.29,0.01776,7
8,4.32,0.01776,8
