,112
0,-10.0
1,-0.9000000000000004
2,-9.4
3,0.8999999999999997
4,-8.0
5,-6.199999999999999
6,-7.200000000000001
7,-3.0999999999999996
8,-9.600000000000001
9,-2.999999999999999
10,-3.3999999999999995
11,-5.700000000000001
12,-0.6999999999999995
13,-7.200000000000001
14,-4.8
15,-5.8
16,-8.8
17,-11.000000000000002
18,-7.8
19,-0.09999999999999964
20,1.8999999999999995
21,-5.4
22,-5.8999999999999995
23,-6.7
24,-4.2
25,-6.700000000000001
26,2.2
27,-2.4000000000000004
28,4.800000000000001
29,-3.8000000000000007
30,1.4999999999999998
31,17.1
32,8.0
33,1.0999999999999999
34,6.2
35,13.1
36,-0.9999999999999998
37,7.1000000000000005
38,7.699999999999999
39,10.8
40,10.6
41,27.900000000000002
42,4.9
43,10.1
44,24.3
45,24.800000000000004
46,6.1
47,18.499999999999996
48,17.0
49,14.3
50,23.9
51,41.2
52,28.499999999999996
53,23.899999999999995
54,16.8
55,46.8
56,35.5
57,24.600000000000005
58,60.79999999999999
59,66.9
60,49.60000000000001
61,39.099999999999994
62,22.9
63,26.900000000000002
64,39.5
65,39.5
66,64.2
67,58.099999999999994
68,34.5
69,54.7
70,49.199999999999996
71,69.80000000000001
72,49.3
73,47.8
74,27.7
75,56.7
76,62.49999999999999
77,54.400000000000006
78,45.8
79,59.2
80,57.60000000000001
81,38.9
82,36.3
83,59.5
84,47.1
85,49.900000000000006
86,43.4
87,34.6
88,59.3
89,99.70000000000002
90,40.300000000000004
91,52.19999999999999
92,40.699999999999996
93,36.699999999999996
94,48.800000000000004
95,61.199999999999996
96,87.50000000000001
97,67.5
98,35.1
99,42.599999999999994
