,Score,Epslon,round
0,-30.57,3.216516799999996,0
1,-19.19,0.01776,1
2,-9.7,0.01776,2
3,-22.16,0.01776,3
4,-44.11,0.01776,4
5,-19.69,0.01776,5
6,-6.01,0.01776,6
7,-6.54,0.01776,7
8,-2.74,0.01776,8
