,111
0,-3.8
1,-6.000000000000001
2,-6.6
3,-6.4
4,-7.0
5,-9.200000000000001
6,-7.200000000000002
7,-5.400000000000001
8,-7.6000000000000005
9,-5.799999999999999
10,-7.5
11,-2.9000000000000004
12,-2.8999999999999995
13,-4.6
14,-5.000000000000001
15,-6.3
16,4.6
17,0.6000000000000001
18,-6.8
19,-1.7000000000000002
20,-4.300000000000001
21,0.9999999999999998
22,-2.1
23,-6.0
24,-1.0000000000000004
25,-8.9
26,4.2
27,-2.0000000000000004
28,-2.220446049250313e-16
29,5.0
30,14.8
31,16.9
32,16.0
33,3.1000000000000005
34,14.699999999999998
35,4.6000000000000005
36,9.6
37,22.599999999999994
38,9.1
39,20.700000000000003
40,5.799999999999999
41,14.599999999999998
42,26.299999999999997
43,8.300000000000002
44,20.700000000000003
45,26.199999999999996
46,22.4
47,22.1
48,7.000000000000001
49,21.2
50,22.2
51,26.500000000000004
52,18.2
53,65.7
54,30.6
55,19.2
56,25.900000000000002
57,54.0
58,41.1
59,48.3
60,25.2
61,47.6
62,16.9
63,25.3
64,49.6
65,25.300000000000004
66,42.29999999999999
67,49.0
68,22.900000000000002
69,26.6
70,23.0
71,42.9
72,22.4
73,48.8
74,53.60000000000001
75,53.6
76,46.699999999999996
77,36.199999999999996
78,25.699999999999996
79,29.900000000000002
80,63.900000000000006
81,37.0
82,29.3
83,51.4
84,23.699999999999996
85,62.300000000000004
86,39.9
87,19.9
88,17.0
89,40.699999999999996
90,41.00000000000001
91,31.300000000000004
92,18.799999999999997
93,27.6
94,32.1
95,49.9
96,41.9
97,33.5
98,34.7
99,28.600000000000005
