,Score,Epslon,round
0,-27.9,3.216516799999996,0
1,-20.52,0.01776,1
2,-9.67,0.01776,2
3,-4.13,0.01776,3
4,-8.41,0.01776,4
5,-0.33,0.01776,5
6,3.66,0.01776,6
7,16.64,0.01776,7
8,32.37,0.01776,8
