,153
0,-3.9000000000000004
1,-2.1000000000000005
2,-4.5
3,-5.800000000000001
4,-5.4
5,-9.500000000000002
6,-8.2
7,-7.8
8,-2.9000000000000004
9,0.8999999999999995
10,-6.200000000000001
11,-7.2
12,-7.0
13,2.0999999999999996
14,-6.999999999999998
15,-7.0
16,-7.999999999999999
17,-1.7000000000000004
18,-7.499999999999999
19,-8.9
20,2.6999999999999997
21,-6.8
22,-4.700000000000001
23,-7.6000000000000005
24,-5.600000000000001
25,-6.4
26,-6.7
27,-4.9
28,-7.400000000000001
29,-6.300000000000001
30,-4.4
31,-2.9000000000000004
32,1.4
33,-6.6
34,-5.8
35,-4.300000000000001
36,-7.6000000000000005
37,-8.2
38,-8.600000000000001
39,-2.0
40,-1.0000000000000007
41,-9.0
42,-2.6
43,-5.8
44,-1.5000000000000004
45,-8.5
46,-7.800000000000001
47,-6.800000000000001
48,-6.6000000000000005
49,-5.300000000000001
50,-5.6
51,-7.800000000000001
52,-1.2
53,2.5999999999999996
54,-6.0
55,1.1
56,-2.8
57,-2.3000000000000003
58,-2.0
59,-3.8000000000000003
60,-0.20000000000000018
61,0.9999999999999997
62,1.5
63,10.2
64,0.5999999999999996
65,0.9999999999999998
66,3.7
67,4.1
68,9.799999999999999
69,2.6
70,9.0
71,22.900000000000002
72,18.5
73,2.1999999999999997
74,13.4
75,20.8
76,7.9
77,16.800000000000004
78,15.2
79,15.100000000000001
80,20.0
81,46.6
82,19.5
83,18.099999999999998
84,14.000000000000004
85,37.900000000000006
86,26.700000000000003
87,21.0
88,34.599999999999994
89,23.5
90,41.8
91,35.300000000000004
92,29.399999999999995
93,15.400000000000002
94,54.49999999999999
95,41.2
96,35.9
97,32.2
98,41.4
99,55.800000000000004
