,33
0,-2.8
1,-7.800000000000001
2,-10.8
3,-4.5
4,-8.0
5,-1.3999999999999997
6,-1.5000000000000004
7,-7.1000000000000005
8,-6.6
9,-9.200000000000001
10,-5.0
11,-3.1
12,-0.9000000000000008
13,-8.6
14,-2.6999999999999997
15,-0.5999999999999992
16,5.8
17,-0.6000000000000001
18,20.5
19,19.099999999999998
20,9.4
21,9.7
22,4.0
23,33.8
24,41.2
25,27.599999999999998
26,27.200000000000003
27,32.4
28,16.1
29,21.7
30,18.599999999999998
31,41.5
32,46.0
33,33.7
34,33.6
35,40.300000000000004
36,44.800000000000004
37,21.400000000000002
38,49.2
39,51.09999999999999
40,57.2
41,55.0
42,42.6
43,20.799999999999997
44,70.8
45,51.500000000000014
46,50.3
47,37.8
48,71.5
49,53.900000000000006
50,65.5
51,72.60000000000001
52,67.9
53,82.4
54,93.0
55,56.1
56,66.2
57,79.7
58,75.4
59,42.0
60,44.7
61,65.19999999999999
62,48.800000000000004
63,52.199999999999996
64,61.9
65,75.1
66,61.099999999999994
67,25.500000000000004
68,58.9
69,60.900000000000006
70,44.900000000000006
71,64.5
72,43.5
73,40.1
74,56.699999999999996
75,45.599999999999994
76,33.2
77,55.099999999999994
78,65.0
79,46.099999999999994
80,39.8
81,54.0
82,49.79999999999999
83,55.0
84,58.69999999999999
85,55.699999999999996
86,57.69999999999999
87,57.400000000000006
88,29.2
89,52.9
90,58.5
91,39.9
92,51.599999999999994
93,58.1
94,32.7
95,47.1
96,62.599999999999994
97,67.7
98,47.099999999999994
99,55.99999999999999
