,Score,Epslon,round
0,-42.97,2.0170495999999956,0
1,-30.78,0.01776,1
2,-27.19,0.01776,2
3,-15.2,0.01776,3
4,-7.38,0.01776,4
5,-8.14,0.01776,5
6,0.36,0.01776,6
7,4.4,0.01776,7
8,9.58,0.01776,8
