,Score,Epslon,round
0,-31.04,4.016161599999996,0
1,2.67,0.01776,1
2,16.06,0.01776,2
3,23.33,0.01776,3
4,18.55,0.01776,4
5,4.73,0.01776,5
6,19.7,0.01776,6
7,15.35,0.01776,7
8,22.28,0.01776,8
