,Score,Epslon,round
0,-37.75,3.616339199999996,0
1,-27.06,0.01776,1
2,-32.31,0.01776,2
3,-14.49,0.01776,3
4,2.1,0.01776,4
5,12.57,0.01776,5
6,18.33,0.01776,6
7,17.87,0.01776,7
8,27.82,0.01776,8
