,Score,Epslon,round
0,-33.22,3.616339199999996,0
1,-19.95,0.01776,1
2,-11.04,0.01776,2
3,-3.45,0.01776,3
4,-2.15,0.01776,4
5,2.77,0.01776,5
6,3.83,0.01776,6
7,8.67,0.01776,7
8,11.85,0.01776,8
