,Score,Epslon,round
0,-36.2,4.415983999999996,0
1,0.65,0.01776,1
2,11.49,0.01776,2
3,16.2,0.01776,3
4,20.68,0.01776,4
5,24.32,0.01776,5
6,25.82,0.01776,6
7,25.66,0.01776,7
8,34.25,0.01776,8
