,Score,Epslon,round
0,-37.94,1.6172271999999959,0
1,-1.08,0.01776,1
2,4.46,0.01776,2
3,20.16,0.01776,3
4,15.99,0.01776,4
5,17.13,0.01776,5
6,20.6,0.01776,6
7,18.05,0.01776,7
8,18.78,0.01776,8
