,Score,Epslon,round
0,-27.340327068084992,2.0170495999999956,0
1,-23.92325691364058,0.01776,1
2,-25.741919606183377,0.01776,2
3,-26.343723526374127,0.01776,3
4,-24.062972736892103,0.01776,4
5,-25.897362942323007,0.01776,5
6,-25.881604273345715,0.01776,6
7,-25.429934589234108,0.01776,7
8,-24.86135706397648,0.01776,8
