,163
0,-10.5
1,-3.7999999999999994
2,-7.3999999999999995
3,-7.799999999999999
4,-6.9
5,-5.8
6,-10.0
7,-7.0
8,-7.4
9,-5.500000000000001
10,-4.8
11,-8.4
12,-5.5
13,-7.9
14,-5.200000000000001
15,-6.700000000000001
16,-3.9999999999999996
17,-2.8
18,-4.2
19,-6.400000000000001
20,-4.200000000000001
21,-8.8
22,-5.500000000000001
23,1.7999999999999992
24,16.3
25,5.2
26,0.7999999999999999
27,5.4
28,9.5
29,5.499999999999999
30,8.1
31,6.8
32,-4.6000000000000005
33,5.1
34,20.7
35,13.399999999999999
36,22.400000000000002
37,24.7
38,31.999999999999996
39,22.400000000000002
40,23.1
41,27.700000000000003
42,33.3
43,28.8
44,43.39999999999999
45,33.900000000000006
46,58.5
47,27.500000000000004
48,47.4
49,27.4
50,48.400000000000006
51,35.6
52,17.699999999999996
53,28.099999999999994
54,66.9
55,39.9
56,43.900000000000006
57,38.6
58,73.79999999999998
59,34.1
60,30.900000000000006
61,39.5
62,43.6
63,36.099999999999994
64,46.50000000000001
65,44.89999999999999
66,90.29999999999998
67,60.199999999999996
68,30.6
69,48.3
70,23.000000000000004
71,37.0
72,53.99999999999999
73,36.8
74,48.3
75,47.8
76,65.10000000000001
77,71.0
78,41.099999999999994
79,28.0
80,21.400000000000002
81,53.1
82,42.5
83,49.199999999999996
84,31.1
85,26.5
86,35.1
87,53.8
88,52.99999999999999
89,54.3
90,34.5
91,32.800000000000004
92,98.49999999999999
93,52.099999999999994
94,25.599999999999998
95,48.400000000000006
96,43.900000000000006
97,38.800000000000004
98,32.099999999999994
99,30.9
