,Score,Epslon,round
0,-34.74,2.0170495999999956,0
1,-31.76,0.01776,1
2,-16.91,0.01776,2
3,-10.12,0.01776,3
4,-0.51,0.01776,4
5,-1.91,0.01776,5
6,4.75,0.01776,6
7,9.09,0.01776,7
8,16.07,0.01776,8
