,Score,Epslon,round
0,-17.61,1.2174047999999957,0
1,-11.58,0.01776,1
2,-5.88,0.01776,2
3,-10.35,0.01776,3
4,-6.45,0.01776,4
5,-3.24,0.01776,5
6,2.25,0.01776,6
7,-8.27,0.01776,7
8,-0.09,0.01776,8
