,Score,Epslon,round
0,-32.48,4.815806399999996,0
1,-27.51,0.01776,1
2,-25.28,0.01776,2
3,-18.47,0.01776,3
4,-37.17,0.01776,4
5,-6.17,0.01776,5
6,-5.3,0.01776,6
7,-1.06,0.01776,7
8,-2.08,0.01776,8
