,Score,Epslon,round
0,-34.77,2.4168719999999957,0
1,-20.41,0.01776,1
2,-12.1,0.01776,2
3,-2.95,0.01776,3
4,-0.83,0.01776,4
5,4.01,0.01776,5
6,4.78,0.01776,6
7,17.8,0.01776,7
8,13.3,0.01776,8
