,Score,Epslon,round
0,-24.927268007996716,3.216516799999996,0
1,-18.885111840420485,0.01776,1
2,-19.85831210747081,0.01776,2
3,-19.508390881139313,0.01776,3
4,-15.72177116401216,0.01776,4
5,-18.80863974952536,0.01776,5
6,-17.380219170300666,0.01776,6
7,-17.011256344176417,0.01776,7
8,-17.10214701090322,0.01776,8
