,Score,Epslon,round
0,-29.92,2.8166943999999954,0
1,-25.93,0.01776,1
2,-17.97,0.01776,2
3,-12.54,0.01776,3
4,-26.07,0.01776,4
5,-17.58,0.01776,5
6,-2.92,0.01776,6
7,3.09,0.01776,7
8,8.91,0.01776,8
