,Score,Epslon,round
0,-34.17,2.4168719999999957,0
1,-24.47,0.01776,1
2,-12.92,0.01776,2
3,-7.02,0.01776,3
4,-5.1,0.01776,4
5,-0.92,0.01776,5
6,5.5,0.01776,6
7,14.91,0.01776,7
8,13.13,0.01776,8
