,Score,Epslon,round
0,-25.130623923142416,2.0170495999999956,0
1,-24.600367351636535,0.01776,1
2,-25.048757962523705,0.01776,2
3,-25.280733259196413,0.01776,3
4,-22.631614542488375,0.01776,4
5,-20.130009487055972,0.01776,5
6,-20.622134207511586,0.01776,6
7,-22.02877586644109,0.01776,7
8,-23.476368394340998,0.01776,8
