,128
0,-8.100000000000001
1,-7.6
2,-8.600000000000001
3,-1.1000000000000005
4,-7.800000000000001
5,-4.1
6,-2.4
7,-4.2
8,-5.699999999999999
9,-4.5
10,-4.5
11,-7.0
12,-5.300000000000001
13,-10.8
14,-4.7
15,-6.6000000000000005
16,-2.1000000000000005
17,-5.8
18,-9.200000000000001
19,-4.5
20,-9.8
21,-6.300000000000001
22,-7.6000000000000005
23,-2.6999999999999997
24,-7.4
25,-8.4
26,-5.199999999999999
27,-6.2
28,-4.300000000000001
29,-7.000000000000001
30,-1.2999999999999998
31,-3.4000000000000004
32,-8.6
33,-8.5
34,-10.8
35,-5.800000000000001
36,-7.0
37,-4.300000000000001
38,-4.6
39,5.000000000000001
40,0.3999999999999999
41,-1.2000000000000002
42,-4.2
43,-1.8
44,-2.8000000000000007
45,-1.9000000000000004
46,8.5
47,5.8999999999999995
48,4.4
49,4.600000000000001
50,23.200000000000003
51,20.0
52,34.0
53,19.599999999999998
54,22.499999999999996
55,42.400000000000006
56,31.800000000000004
57,68.9
58,64.1
59,53.50000000000001
60,42.3
61,72.60000000000001
62,69.1
63,37.2
64,69.1
65,50.1
66,30.2
67,38.900000000000006
68,45.50000000000001
69,82.5
70,42.8
71,56.10000000000001
72,29.4
73,51.800000000000004
74,28.599999999999998
75,38.3
76,44.5
77,34.39999999999999
78,41.3
79,86.9
80,57.5
81,58.699999999999996
82,43.99999999999999
83,42.9
84,35.5
85,48.10000000000001
86,30.2
87,41.099999999999994
88,60.1
89,44.5
90,52.8
91,38.2
92,29.699999999999996
93,57.099999999999994
94,56.60000000000001
95,37.1
96,36.1
97,37.4
98,34.50000000000001
99,64.2
