,124
0,-4.1000000000000005
1,-6.4
2,-2.9000000000000004
3,-5.6
4,-6.400000000000001
5,-2.4000000000000004
6,-4.0
7,-3.8
8,-3.1000000000000005
9,-6.0
10,-9.6
11,-6.1
12,-4.5
13,-7.100000000000001
14,-6.399999999999999
15,-2.7
16,-6.0
17,-7.000000000000001
18,-4.199999999999999
19,-7.1
20,-10.100000000000001
21,-11.8
22,-10.8
23,-9.600000000000001
24,-6.700000000000001
25,-5.6000000000000005
26,-10.8
27,-6.1000000000000005
28,-1.4999999999999998
29,-3.4000000000000004
30,-1.5
31,-7.000000000000001
32,-3.1000000000000005
33,-4.1
34,-1.7000000000000006
35,-0.7000000000000001
36,-4.1000000000000005
37,-5.300000000000001
38,2.6999999999999997
39,-8.3
40,0.3999999999999997
41,-1.4
42,6.0
43,1.3999999999999997
44,-4.2
45,5.5
46,5.199999999999999
47,3.899999999999999
48,12.600000000000001
49,8.899999999999999
50,7.899999999999999
51,22.099999999999998
52,4.300000000000001
53,28.5
54,22.0
55,19.8
56,25.5
57,40.0
58,10.1
59,27.4
60,18.1
61,55.0
62,17.200000000000003
63,32.0
64,38.1
65,36.800000000000004
66,41.1
67,55.09999999999999
68,64.80000000000001
69,36.4
70,67.2
71,60.20000000000001
72,55.199999999999996
73,56.800000000000004
74,33.4
75,42.4
76,38.9
77,23.7
78,42.7
79,54.49999999999999
80,44.0
81,67.7
82,40.400000000000006
83,46.5
84,38.6
85,46.6
86,38.8
87,33.099999999999994
88,55.9
89,85.2
90,41.400000000000006
91,55.10000000000001
92,35.0
93,62.4
94,49.800000000000004
95,36.50000000000001
96,49.699999999999996
97,24.8
98,46.599999999999994
99,73.69999999999999
