,36
0,-9.6
1,-11.800000000000002
2,-8.4
3,-2.3000000000000007
4,-6.199999999999999
5,-7.799999999999999
6,-2.1
7,-4.5
8,-9.6
9,-4.6000000000000005
10,-4.8
11,-8.400000000000002
12,-2.3
13,-5.500000000000001
14,-0.6
15,-3.8
16,-1.2999999999999998
17,22.7
18,9.6
19,11.200000000000001
20,19.2
21,17.299999999999997
22,6.8999999999999995
23,10.4
24,22.6
25,16.0
26,32.099999999999994
27,32.6
28,39.2
29,19.6
30,15.799999999999999
31,20.2
32,12.2
33,41.3
34,23.5
35,36.1
36,6.6000000000000005
37,52.5
38,63.300000000000004
39,34.7
40,62.3
41,42.39999999999999
42,32.8
43,37.99999999999999
44,34.800000000000004
45,53.1
46,39.9
47,47.699999999999996
48,61.49999999999999
49,26.0
50,60.6
51,57.0
52,26.2
53,38.5
54,35.599999999999994
55,43.6
56,36.2
57,54.8
58,34.699999999999996
59,85.6
60,44.00000000000001
61,54.599999999999994
62,28.900000000000002
63,59.4
64,40.8
65,37.5
66,60.0
67,52.6
68,55.699999999999996
69,44.10000000000001
70,74.20000000000002
71,46.900000000000006
72,33.5
73,34.9
74,26.1
75,44.9
76,75.29999999999998
77,48.2
78,64.1
79,41.199999999999996
80,37.1
81,35.4
82,53.39999999999999
83,54.099999999999994
84,41.5
85,39.6
86,52.9
87,55.4
88,44.0
89,57.1
90,65.7
91,29.900000000000002
92,50.5
93,97.89999999999999
94,39.3
95,42.5
96,28.0
97,44.0
98,52.5
99,36.6
