,147
0,-6.5
1,-8.600000000000001
2,-5.2
3,-3.5999999999999996
4,-8.400000000000002
5,-6.300000000000001
6,-8.7
7,-7.400000000000002
8,-6.899999999999999
9,-6.1
10,-6.9
11,-5.5
12,-4.000000000000001
13,-6.9
14,-2.7000000000000006
15,-1.9000000000000004
16,-1.0000000000000002
17,-1.9000000000000001
18,-3.1
19,-5.000000000000001
20,-6.000000000000001
21,-5.2
22,-2.2
23,-1.0000000000000004
24,0.10000000000000023
25,-5.4
26,3.3
27,-2.6
28,2.4
29,-1.1
30,13.299999999999997
31,7.699999999999999
32,10.4
33,23.199999999999996
34,37.8
35,38.199999999999996
36,14.5
37,36.1
38,23.1
39,53.89999999999999
40,32.9
41,35.6
42,53.800000000000004
43,30.1
44,24.8
45,43.199999999999996
46,69.69999999999999
47,39.89999999999999
48,43.800000000000004
49,58.89999999999999
50,41.9
51,57.30000000000001
52,46.800000000000004
53,39.0
54,55.800000000000004
55,34.4
56,38.9
57,48.699999999999996
58,44.300000000000004
59,71.3
60,49.7
61,58.199999999999996
62,43.0
63,33.6
64,84.3
65,53.0
66,51.49999999999999
67,37.8
68,70.5
69,52.90000000000001
70,70.0
71,51.6
72,39.8
73,44.60000000000001
74,26.5
75,69.6
76,39.0
77,66.60000000000001
78,27.9
79,37.1
80,53.0
81,52.0
82,66.1
83,42.19999999999999
84,37.0
85,25.599999999999998
86,31.6
87,46.5
88,36.89999999999999
89,37.3
90,49.9
91,35.0
92,45.49999999999999
93,38.4
94,26.1
95,55.5
96,72.4
97,49.199999999999996
98,57.49999999999999
99,69.49999999999999
