,Score,Epslon,round
0,-26.594218348218288,1.6172271999999959,0
1,-26.63744024189701,0.01776,1
2,-26.96195430556236,0.01776,2
3,-25.47031665280022,0.01776,3
4,-24.641585725764543,0.01776,4
5,-27.082914840825246,0.01776,5
6,-25.438918044716864,0.01776,6
7,-24.131122252141786,0.01776,7
8,-23.674448276399577,0.01776,8
