,145
0,-5.9
1,-7.200000000000001
2,-4.6
3,-6.1000000000000005
4,-7.3999999999999995
5,-4.8
6,-2.8000000000000003
7,-2.7000000000000006
8,-6.6
9,-5.4
10,-10.2
11,-3.1000000000000005
12,-4.800000000000001
13,-8.0
14,-6.4
15,-2.4000000000000004
16,-8.200000000000001
17,-8.0
18,7.499999999999999
19,-3.8000000000000003
20,-9.4
21,-4.3
22,0.20000000000000068
23,-4.2
24,-7.6
25,-3.1
26,-1.8000000000000003
27,-2.4
28,-2.3000000000000003
29,-1.0
30,-1.0000000000000009
31,-3.5999999999999996
32,-1.3000000000000003
33,-4.199999999999999
34,2.8
35,-2.220446049250313e-16
36,5.3
37,10.9
38,7.000000000000001
39,15.299999999999997
40,12.8
41,6.1000000000000005
42,10.300000000000002
43,10.299999999999999
44,26.3
45,9.7
46,18.5
47,19.2
48,26.499999999999996
49,15.600000000000001
50,33.39999999999999
51,25.699999999999996
52,26.8
53,34.2
54,59.8
55,100.0
56,37.49999999999999
57,28.199999999999996
58,37.0
59,46.800000000000004
60,54.800000000000004
61,40.3
62,69.2
63,35.7
64,58.599999999999994
65,76.6
66,51.1
67,57.2
68,48.9
69,65.60000000000001
70,66.2
71,47.50000000000001
72,42.6
73,49.800000000000004
74,43.8
75,48.199999999999996
76,40.5
77,52.89999999999999
78,52.2
79,50.599999999999994
80,46.9
81,33.099999999999994
82,43.2
83,60.3
84,42.2
85,45.2
86,60.79999999999999
87,37.7
88,53.9
89,44.49999999999999
90,54.0
91,28.3
92,39.300000000000004
93,62.8
94,42.8
95,46.2
96,40.599999999999994
97,56.49999999999999
98,50.8
99,45.8
