,173
0,-4.2
1,-7.4
2,-8.0
3,-9.600000000000001
4,-6.200000000000001
5,-6.5
6,-2.9
7,-5.6
8,-7.100000000000001
9,-5.000000000000001
10,-6.1
11,-2.4
12,-4.2
13,-0.7999999999999995
14,-7.199999999999999
15,-5.6
16,-5.700000000000001
17,-2.6000000000000005
18,0.10000000000000009
19,-4.1
20,-4.7
21,-6.6000000000000005
22,-2.6
23,-0.9999999999999998
24,-3.100000000000001
25,7.7
26,3.4000000000000004
27,12.0
28,16.9
29,18.9
30,12.6
31,18.1
32,20.099999999999998
33,19.5
34,19.099999999999994
35,16.2
36,51.900000000000006
37,22.9
38,28.4
39,37.6
40,23.2
41,63.7
42,50.4
43,32.8
44,29.3
45,42.9
46,42.3
47,29.899999999999995
48,24.0
49,32.8
50,30.1
51,44.4
52,31.6
53,42.400000000000006
54,50.1
55,48.699999999999996
56,46.3
57,52.9
58,36.6
59,46.2
60,50.300000000000004
61,55.89999999999999
62,46.7
63,31.099999999999998
64,44.5
65,54.300000000000004
66,52.8
67,59.099999999999994
68,46.8
69,38.49999999999999
70,57.60000000000001
71,43.699999999999996
72,47.900000000000006
73,45.5
74,59.69999999999999
75,40.800000000000004
76,36.5
77,43.900000000000006
78,42.599999999999994
79,44.599999999999994
80,52.0
81,36.9
82,59.5
83,39.0
84,46.4
85,51.300000000000004
86,46.30000000000001
87,49.9
88,32.2
89,44.3
90,50.6
91,50.699999999999996
92,40.9
93,59.5
94,56.699999999999996
95,47.800000000000004
96,28.5
97,50.2
98,35.60000000000001
99,38.10000000000001
