,Score,Epslon,round
0,-27.74,3.616339199999996,0
1,-15.23,0.01776,1
2,1.28,0.01776,2
3,9.82,0.01776,3
4,18.37,0.01776,4
5,21.37,0.01776,5
6,19.27,0.01776,6
7,14.88,0.01776,7
8,8.9,0.01776,8
