,Score,Epslon,round
0,-25.476856716115243,2.0170495999999956,0
1,-26.35663107904104,0.01776,1
2,-27.01326060720642,0.01776,2
3,-27.886878000325733,0.01776,3
4,-28.163142743525086,0.01776,4
5,-23.336482528131228,0.01776,5
6,-22.914615012907976,0.01776,6
7,-23.938064101374643,0.01776,7
8,-26.310806874545978,0.01776,8
