,Score,Epslon,round
0,-24.12,2.8166943999999954,0
1,-16.58,0.01776,1
2,-19.55,0.01776,2
3,-9.58,0.01776,3
4,-9.72,0.01776,4
5,-11.76,0.01776,5
6,-10.1,0.01776,6
7,-10.94,0.01776,7
8,0.61,0.01776,8
