,Score,Epslon,round
0,-30.18,4.415983999999996,0
1,-16.84,0.01776,1
2,-5.41,0.01776,2
3,8.0,0.01776,3
4,14.49,0.01776,4
5,17.44,0.01776,5
6,21.39,0.01776,6
7,-0.98,0.01776,7
8,13.85,0.01776,8
