,Score,Epslon,round
0,-34.89,2.0170495999999956,0
1,-33.74,0.01776,1
2,-30.64,0.01776,2
3,-29.76,0.01776,3
4,3.98,0.01776,4
5,16.26,0.01776,5
6,33.71,0.01776,6
7,29.55,0.01776,7
8,20.02,0.01776,8
